"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 15 20:31:35 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","670","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePost","Delete post",""
"passed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","75","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePostNotExist","Update post not exists",""
"passed","Sun Sep 15 20:31:34 GMT 2024","Sun Sep 15 20:31:35 GMT 2024","873","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","createPost","Create post",""
"passed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","52","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","userInfo","User info",""
"passed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","62","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPostNotExist","Get post not exists",""
"passed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","61","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePost","Update post",""
"skipped","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","skippedTest","Skipped test",""
"failed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","failedTest","Failed test",""
"passed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","69","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getExceptionRequest","Get method that throws exception",""
"passed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","58","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePostNotExist","Delete post not exists",""
"passed","Sun Sep 15 20:31:36 GMT 2024","Sun Sep 15 20:31:36 GMT 2024","92","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPost","Get post",""
