"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","64","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePostNotExist","Update post not exists",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","33","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPostUnauthorized","Unauthorized access to get post",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","97","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getExceptionRequest","Get method that throws exception",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","55","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","userInfo","User info",""
"failed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","failedTest","Failed test",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","55","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePostNotExist","Delete post not exists",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","56","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPost","Get post",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","62","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePostUnauthorized","Unauthorized access to delete post",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","85","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPosts","Get posts",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","42","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPostNotExist","Get post not exists",""
"passed","Sun Sep 15 21:40:42 GMT 2024","Sun Sep 15 21:40:43 GMT 2024","990","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","createPost","Create post",""
"passed","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","77","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePost","Update post",""
"passed","Sun Sep 15 21:40:43 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","547","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePost","Delete post",""
"skipped","Sun Sep 15 21:40:44 GMT 2024","Sun Sep 15 21:40:44 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","skippedTest","Skipped test",""
