"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","390","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","avatarGeneratorTest","avatarGeneratorTest",""
"passed","Wed Sep 18 19:26:56 GMT 2024","Wed Sep 18 19:26:56 GMT 2024","924","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","createPost","Create post",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","userResponseConstructorTest","userResponseConstructorTest",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","postGeneratorTest","postGeneratorTest",""
"skipped","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","3","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","skippedTest","Skipped test",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","66","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsEmptyParams","Get posts with empty paging params",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","85","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPosts","Get posts",""
"passed","Wed Sep 18 19:26:57 GMT 2024","Wed Sep 18 19:26:57 GMT 2024","85","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getExceptionRequest","Get method that throws exception",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","39","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","userInfo","User info",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","67","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsParams","Get posts with paging params",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","74","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updatePost","Update post",""
"passed","Wed Sep 18 19:26:57 GMT 2024","Wed Sep 18 19:26:57 GMT 2024","96","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getHealth","Actuator health",""
"passed","Wed Sep 18 19:26:57 GMT 2024","Wed Sep 18 19:26:57 GMT 2024","42","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePostNotExist","Delete post not exists",""
"failed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","failedTest","Failed test",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","41","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updatePostNotExist","Update post not exists",""
"passed","Wed Sep 18 19:26:57 GMT 2024","Wed Sep 18 19:26:57 GMT 2024","54","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPost","Get post",""
"passed","Wed Sep 18 19:26:57 GMT 2024","Wed Sep 18 19:26:57 GMT 2024","557","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePost","Delete post",""
"passed","Wed Sep 18 19:26:57 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","44","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostNotExist","Get post not exists",""
"passed","Wed Sep 18 19:26:58 GMT 2024","Wed Sep 18 19:26:58 GMT 2024","25","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostUnauthorized","Unauthorized access to get post",""
"passed","Wed Sep 18 19:26:57 GMT 2024","Wed Sep 18 19:26:57 GMT 2024","63","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePostUnauthorized","Unauthorized access to delete post",""
