"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 15 20:34:47 GMT 2024","Sun Sep 15 20:34:47 GMT 2024","63","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePostNotExist","Delete post not exists",""
"passed","Sun Sep 15 20:34:48 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","59","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPostNotExist","Get post not exists",""
"passed","Sun Sep 15 20:34:47 GMT 2024","Sun Sep 15 20:34:47 GMT 2024","510","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePost","Delete post",""
"passed","Sun Sep 15 20:34:48 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","58","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","userInfo","User info",""
"passed","Sun Sep 15 20:34:48 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","70","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPost","Get post",""
"failed","Sun Sep 15 20:34:48 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","2","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","failedTest","Failed test",""
"passed","Sun Sep 15 20:34:46 GMT 2024","Sun Sep 15 20:34:47 GMT 2024","940","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","createPost","Create post",""
"skipped","Sun Sep 15 20:34:48 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","skippedTest","Skipped test",""
"passed","Sun Sep 15 20:34:48 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","63","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePost","Update post",""
"passed","Sun Sep 15 20:34:48 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","47","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePostNotExist","Update post not exists",""
"passed","Sun Sep 15 20:34:47 GMT 2024","Sun Sep 15 20:34:48 GMT 2024","68","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getExceptionRequest","Get method that throws exception",""
