"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsInvalidParamsPage2","getPostsInvalidParamsPage2",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPosts","Get posts",""
"passed","Thu Sep 26 16:05:50 GMT 2024","Thu Sep 26 16:05:50 GMT 2024","4","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","userResponseConstructorTest","userResponseConstructorTest",""
"passed","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:50 GMT 2024","500","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","avatarGeneratorTest","avatarGeneratorTest",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"skipped","Thu Sep 26 16:05:50 GMT 2024","Thu Sep 26 16:05:50 GMT 2024","4","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","skippedTest","Skipped test",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updatePost","Update post",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getExceptionRequest","Get method that throws exception",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"broken","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","2","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","beforeClass","beforeClass",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteCommentNotExist","deleteCommentNotExist",""
"failed","Thu Sep 26 16:05:50 GMT 2024","Thu Sep 26 16:05:50 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","failedTest","Failed test",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updateComment","updateComment",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsParams","Get posts with paging params",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","4","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","addComment","addComment",""
"skipped","Thu Sep 26 16:05:49 GMT 2024","Thu Sep 26 16:05:49 GMT 2024","3","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteComment","deleteComment",""
