"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","53","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsInvalidParamsPage","getPostsInvalidParamsPage",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","44","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","53","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","51","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePostNotExist","Delete post not exists",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","51","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsParams","Get posts with paging params",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","45","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updatePost","Update post",""
"passed","Thu Sep 26 16:13:37 GMT 2024","Thu Sep 26 16:13:37 GMT 2024","106","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","createPost","Create post",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","95","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getHealth","Actuator health",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","46","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostNotExist","Get post not exists",""
"passed","Thu Sep 26 16:13:36 GMT 2024","Thu Sep 26 16:13:37 GMT 2024","1131","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","addComment","addComment",""
"passed","Thu Sep 26 16:13:37 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","631","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteComment","deleteComment",""
"passed","Thu Sep 26 16:13:40 GMT 2024","Thu Sep 26 16:13:40 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","userResponseConstructorTest","userResponseConstructorTest",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","23","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostUnauthorized","Unauthorized access to get post",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","70","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPost","Get post",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","44","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","133","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPosts","Get posts",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:40 GMT 2024","370","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","avatarGeneratorTest","avatarGeneratorTest",""
"passed","Thu Sep 26 16:13:40 GMT 2024","Thu Sep 26 16:13:40 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","postGeneratorTest","postGeneratorTest",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","39","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updatePostNotExist","Update post not exists",""
"skipped","Thu Sep 26 16:13:40 GMT 2024","Thu Sep 26 16:13:40 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","skippedTest","Skipped test",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","56","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePostUnauthorized","Unauthorized access to delete post",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","44","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsInvalidParamsSize","getPostsInvalidParamsSize",""
"failed","Thu Sep 26 16:13:40 GMT 2024","Thu Sep 26 16:13:40 GMT 2024","2","Gradle suite","Gradle test","com.github.aceton41k.unit.UnitTests","com.github.aceton41k.unit.UnitTests","failedTest","Failed test",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","38","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsInvalidParamsPage2","getPostsInvalidParamsPage2",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","147","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","updateComment","updateComment",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","45","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","userInfo","User info",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","49","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteCommentPostNotExist","deleteCommentPostNotExist",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","148","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deleteCommentNotExist","deleteCommentNotExist",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","61","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getExceptionRequest","Get method that throws exception",""
"passed","Thu Sep 26 16:13:38 GMT 2024","Thu Sep 26 16:13:38 GMT 2024","128","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","deletePost","Delete post",""
"passed","Thu Sep 26 16:13:39 GMT 2024","Thu Sep 26 16:13:39 GMT 2024","55","Gradle suite","Gradle test","com.github.aceton41k.api.AppTests","com.github.aceton41k.api.AppTests","getPostsPageParams","Get posts with empty paging params",""
