"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 14 17:46:43 GMT 2024","Sat Sep 14 17:46:43 GMT 2024","71","Gradle suite","Gradle test","template.framework.api.test.AppTests","template.framework.api.test.AppTests","updatePost","Update post",""
"passed","Sat Sep 14 17:46:43 GMT 2024","Sat Sep 14 17:46:43 GMT 2024","484","Gradle suite","Gradle test","template.framework.api.test.AppTests","template.framework.api.test.AppTests","deletePost","Delete post",""
"passed","Sat Sep 14 17:46:43 GMT 2024","Sat Sep 14 17:46:43 GMT 2024","125","Gradle suite","Gradle test","template.framework.api.test.AppTests","template.framework.api.test.AppTests","getPostTest","Get post",""
"passed","Sat Sep 14 17:46:42 GMT 2024","Sat Sep 14 17:46:43 GMT 2024","985","Gradle suite","Gradle test","template.framework.api.test.AppTests","template.framework.api.test.AppTests","createPost","Create post",""
