"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Sep 15 20:16:55 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","1","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","skippedTest","Skipped test",""
"passed","Sun Sep 15 20:16:55 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","57","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePost","Update post",""
"passed","Sun Sep 15 20:16:55 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","50","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPostNotExist","Get post not exists",""
"passed","Sun Sep 15 20:16:55 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","66","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","userInfo","User info",""
"passed","Sun Sep 15 20:16:54 GMT 2024","Sun Sep 15 20:16:54 GMT 2024","501","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePost","Delete post",""
"passed","Sun Sep 15 20:16:55 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","69","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePostNotExist","Update post not exists",""
"passed","Sun Sep 15 20:16:54 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","49","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getExceptionRequest","Get method that throws exception",""
"passed","Sun Sep 15 20:16:55 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","66","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPost","Get post",""
"passed","Sun Sep 15 20:16:54 GMT 2024","Sun Sep 15 20:16:54 GMT 2024","79","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePostNotExist","Delete post not exists",""
"passed","Sun Sep 15 20:16:53 GMT 2024","Sun Sep 15 20:16:54 GMT 2024","919","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","createPost","Create post",""
"failed","Sun Sep 15 20:16:55 GMT 2024","Sun Sep 15 20:16:55 GMT 2024","2","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","failedTest","Failed test",""
