"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","24","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getHealth","Actuator health",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","72","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPosts","Get posts",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","42","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPost","Get post",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","68","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getExceptionRequest","Get method that throws exception",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","38","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePostNotExist","Delete post not exists",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","39","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePostNotExist","Update post not exists",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","59","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","updatePost","Update post",""
"skipped","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","0","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","skippedTest","Skipped test",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","42","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPostNotExist","Get post not exists",""
"passed","Mon Sep 16 16:29:17 GMT 2024","Mon Sep 16 16:29:18 GMT 2024","867","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","createPost","Create post",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","39","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","getPostUnauthorized","Unauthorized access to get post",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","42","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePostUnauthorized","Unauthorized access to delete post",""
"failed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","2","Gradle suite","Gradle test","com.github.aceton41k.api.test.UnitTests","com.github.aceton41k.api.test.UnitTests","failedTest","Failed test",""
"passed","Mon Sep 16 16:29:18 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","461","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","deletePost","Delete post",""
"passed","Mon Sep 16 16:29:19 GMT 2024","Mon Sep 16 16:29:19 GMT 2024","49","Gradle suite","Gradle test","com.github.aceton41k.api.test.AppTests","com.github.aceton41k.api.test.AppTests","userInfo","User info",""
